Word,Frequency
sātthaṃ,1
sabyañjanaṃ,1
janapadakalyāṇīti,1
janapadamhi,1
kalyāṇī,1
nātidīghā,1
nātirassā,1
nātikisā,1
nātithūlā,1
nātikāḷā,1
nāccodātā,1
mānusakavaṇṇaṃ,1
apattā,1
dibbavaṇṇaṃ,1
chavikalyāṇaṃ,1
maṃsakalyāṇaṃ,1
nhārukalyāṇaṃ,1
aṭṭhikalyāṇaṃ,1
vayokalyāṇanti,1
kalyāṇehi,1
āgantukobhāsakiccaṃ,1
sarīrobhāseneva,1
dvādasahatthe,1
suvaṇṇasāmā,1
chavikalyāṇatā,1
hatthapādā,1
mukhapariyosānañca,1
lākhārasaparikammakataṃ,1
rattapavāḷarattakambalasadisaṃ,1
maṃsakalyāṇatā,1
vīsati,1
nakhapattāni,1
maṃsato,1
amuttaṭṭhāne,1
lākhārasapūritāni,1
muttaṭṭhāne,1
khīradhārāsadisāni,1
nhārukalyāṇatā,1
suphusitā,1
sudhotavajirapanti,1
khāyanti,1
aṭṭhikalyāṇatā,1
vīsativassasatikāpi,1
soḷasavassuddesikā,1
nibbalipalitā,1
vayokalyāṇatā,1
paramapāsāvinīti,1
pasavanaṃ,1
pavattīti,1
paramapāsāvo,1
uttamappavatti,1
seṭṭhakiriyā,1
uttamameva,1
naccaṃ,1
gītañca,1
gāyatīti,1
āgaccheyyāti,1
athevaṃ,1
naccamānāya,1
sādhukāresu,1
aṅguliphoṭanesu,1
celukkhepesu,1
pavattamānesu,1
corapurisaṃ,1
nigaḷāni,1
suparipuṇṇaṃ,1
asihatthaṃ,1
samajjaṭṭhānaṃ,1
telabinduṃ,1
chaḍḍeti,1
tatthevassa,1
chindā’’ti,1
tajjento,1
jīvitukāmatāya,1
pamādavasena,1
sakimpi,1
bhūtapubbamevetaṃ,1
parikappavasenetaṃ,1
upamākho,1
myāyanti,1
telapattassa,1
opammasaṃsandanaṃ,1
daṭṭhabbaṃ,1
ukkhittāsikapuriso,1
telapattahattho,1
kāyagatāsatibhāvako,1
vipassakayogāvacaro,1
kāyagatāsatiṃ,1
bhāvetukāmena,1
telapattahatthena,1
kāyagatāsati,1
bhāvetabbā’’ti,1
suttañca,1
gacchantenā’’ti,1
sukaramevetaṃ,1
ukkhittāsikena,1
nīyamānatāya,1
dibbarūpampi,1
puttasatassa,1
sabbakaniṭṭho,1
veyyāvaccaṃ,1
lacchāmi,1
paccekabuddhesu,1
dhamakaraṇaṃ,1
antarakhajjakaṃ,1
nisinnakāle,1
avocuṃ,1
vīsayojanasatamatthake,1
takkasilānagaraṃ,1
sakkonto,1
mahāvattaniaṭaviyaṃ,1
yojanasatiko,1
amanussakantāro,1
sālāyo,1
suvaṇṇatārakavicittavitānaṃ,1
mahārahaseyyaṃ,1
nānāvirāgapaṭasāṇiyo,1
dibbālaṅkārehi,1
sālāsu,1
madhurāhi,1
saṅgaṇhitvā,1
kilantarūpā,1
paññāyatha,1
āsanāni,1
rūpalīlāvilāsehi,1
kilesavasike,1
lohitena,1
rūpagocaraṃ,1
rūpeneva,1
saddagocaraṃ,1
gandhagocaraṃ,1
dibbagandhehi,1
rasagocaraṃ,1
dibbena,1
nānaggarasabhojanena,1
phoṭṭhabbagocaraṃ,1
ubhatolohitakūpadhānehi,1
dibbasayanehi,1
lacchasīti,1
olokessāmī’’ti,1
paccekabuddhehi,1
parittavālukañceva,1
tiṭṭhathā’’ti,1
anugacchāmā’’ti,1
anugantuṃ,1
rūpādigocare,1
evañcevañca,1
rūpādīhi,1
gacchāmī’’ti,1
piyāni,1
rūpādīni,1
olokessāma,1
gāmādīni,1
rūpagocaro,1
rūpārammaṇe,1
ohīyasī’’ti,1
rujjanti,1
rūpagocarako,1
nānātūriyāni,1
gāyamānā,1
saddagocarako,1
gandhakaraṇḍake,1
āpaṇaṃ,1
gandhagocarako,1
nānaggarasānaṃ,1
dibbabhojanānaṃ,1
odanikāpaṇaṃ,1
rasagocarako,1
dibbasayanāni,1
phoṭṭhabbagocarako,1
atikharamanto,1
khāditvāva,1
vanakammikādayo,1
komārasāmiko,1
sukumālā,1
pupphadāmasadisā,1
suvaṇṇavaṇṇā,1
bhavantaṃ,1
pajāpatiyo,1
yakkhiniyopi,1
petiniyopī’’ti,1
gabbhinivaṇṇaṃ,1
sakiṃ,1
vijātavaṇṇaṃ,1
aṅkena,1
diṭṭhadiṭṭhā,1
pucchanti,1
ekikāva,1
nagaradvāraṃ,1
tejena,1
sālādvāre,1
takkasilarājā,1
sassāmikaassāmikabhāvaṃ,1
sassāmikāsī’’ti,1
assāmikabhaṇḍaṃ,1
rājasantakaṃ,1
ekahatthipiṭṭhe,1
nhātavilitto,1
sirīsayanaṃ,1
upakappanakaṃ,1
alaṅkatapaṭiyattā,1
sirisayane,1
samappitassa,1
tumhākañca,1
sapattīnaṃ,1
uppannāya,1
nippīḷiyamānā,1
maṅku,1
sakalarajje,1
dadeyyātha,1
akattabbaṃ,1
tesaññevāhaṃ,1
antovaḷañjanakānaṃ,1
vattanatthāya,1
dibbaphoṭṭhabbena,1
antovaḷañjanakesu,1
vattāpehī’’ti,1
aṭṭhimattaṃ,1
sesetvā,1
nhārucammamaṃsalohitaṃ,1
kukkuṭakukkure,1
aṭṭhimattasese,1
yathāpihitameva,1
pharasūhi,1
kavāṭāni,1
aṭṭhikaparikiṇṇaṃ,1
esā’ti,1
parittavālukaṃ,1
sakalarājanivesanaṃ,1
haritūpalittaṃ,1
pupphadāmāni,1
osāretvā,1
navamālā,1
sammantayiṃsu,1
olokanamattampi,1
uḷārasatto,1
dhitimā,1
ñāṇasampanno,1
anusāsante,1
sabbaraṭṭhaṃ,1
sukhitaṃ,1
ekacchandā,1
ratanarāsimhi,1
takkasilarājānaṃ,1
agatigamanāni,1
akopetvā,1
anavasesakaṃ,1
parihareyya,1
patthayāno,1
agatapubba’’nti,1
samatittikanti,1
antomukhavaṭṭilekhaṃ,1
samabharitaṃ,1
anavasiñcanakaṃ,1
aparissāvanakaṃ,1
telapattanti,1
pakkhittatilatelapattaṃ,1
parihareyyāti,1
hareyya,1
sacittamanurakkheti,1
telabharitaṃ,1
sampayuttasatiyā,1
vikkhipati,1
rakkheyya,1
gopeyya,1
sukhāvaha’’nti,1
sududdasaṃ,1
sunipuṇaṃ,1
yatthakāmanipātinaṃ,1
rakkhetha,1
guttaṃ,1
dūraṅgamaṃ,1
ekacaraṃ,1
asarīraṃ,1
guhāsayaṃ,1
saṃyamessanti,1
mokkhanti,1
mārabandhanā’’,1
anavaṭṭhitacittassa,1
saddhammaṃ,1
avijānato,1
pariplavapasādassa,1
paripūrati’’,1
thirakammaṭṭhānasahāyassa,1
anavassutacittassa,1
ananvāhatacetaso,1
puññapāpapahīnassa,1
jāgarato,1
bhayaṃ’’,1
phandanaṃ,1
capalaṃ,1
dūrakkhaṃ,1
dunnivārayaṃ,1
usukārova,1
tejanaṃ’’,1
patthayānodisaṃ,1
agatapubbanti,1
kāyagatāsatikammaṭṭhāne,1
ārabhitvā,1
agatapubbaṃ,1
pihento,1
rakkheyyāti,1
pubbā,1
puttadārā,1
uttarā,1
namasseyya,1
alamatto,1
gihī’’ti,1
puttadārādayo,1
vidisā,1
imāyo,1
katamaṃ,1
yamaddasā,1
chabbisāṇa’’nti,1
puratthimādibhedā,1
disāva,1
agārino,1
annadapānavatthadā,1
avhāyikā,1
paramā,1
setaketu,1
dukkhī,1
sukhino,1
bhavantī’’ti,1
adhippetaṃ,1
khayaṃ,1
virāga’’ntiādīhi,1
apadissati,1
bālaputhujjanena,1
supinenapi,1
agatapubbatāya,1
agatapubbā,1
patthayantena,1
yogo,1
karaṇīyoti,1
nibbānena,1
jīvakañcamataṃ,1
disvāti,1
nāmasiddhikaṃ,1
tiṭṭhāvuso,1
kāḷakaṇṇibhūtaṃ,1
maṅgalapaṭisaṃyuttaṃ,1
atthasiddhi,1
nāmeneva,1
santuṭṭho,1
tassāyaṃ,1
nāmasiddhikabhāvo,1
āharāpetī’’ti,1
mante,1
yāhi,1
abhirucitaṃ,1
maṅgalanāmaṃ,1
gāmena,1
ceko,1
kālakato,1
ñātijanena,1
nīyamānaṃ,1
nāmako,1
maratī’’ti,1
ajīvakopi,1
adadamānaṃ,1
dhanapālī’’ti,1
pothiyamānaṃ,1
pothethā’’ti,1
sakkotī’’ti,1
samānāpi,1
bhatimattaṃ,1
sakkotīti,1
majjhattataro,1
maggamūḷhapurisaṃ,1
maggamūḷhomhi,1
apanthakopi,1
maññeti’’,1
atimajjhatto,1
jīvakāpi,1
maranti,1
ajīvakāpi,1
panthakāpi,1
maggamūḷhā,1
apanthakāpi,1
kammeneva,1
jīvakañca,1
dhanapāliñca,1
duggataṃ,1
panthakañca,1
mūḷhaṃ,1
punarāgato’’ti,1
punarāgatoti,1
ra,1
nāmasiddhikoyeva,1
ācariyaparisā,1
sādhukho,1
sakaṭenādāya,1
dubbhojanena,1
dukkhaseyyāya,1
ajīrakena,1
marissati,1
bhājessāma,1
bhājessāmā’’ti,1
akāmakaṃ,1
nippīḷetvā,1
bhājāpetvā,1
atipapañco,1
idhāgantvāpi,1
vāṇijakule,1
vāṇijena,1
atipaṇḍito’’ti,1
bhaṇḍabhājanakāle,1
dve’’ti,1
bhaṇḍamūlakampi,1
goṇādayopi,1
samasamāyeva,1
arahasī’’ti,1
atipaṇḍitabhāvenā’’ti,1
susirarukkhe,1
arahatī’ti,1
koṭṭhāsānaṃ,1
yuttabhāvaṃ,1
ayuttabhāvaṃ,1
pucchissāmā’’ti,1
rukkhadevate,1
pacchindā’’ti,1
vohāro,1
laddhabbanti,1
vinicchitaṃ,1
devatābhāvaṃ,1
adevatābhāvaṃ,1
atipaṇḍitassa,1
jālāya,1
phuṭṭhakāle,1
aḍḍhajjhāmena,1
olambanto,1
upakūḷito’’ti,1
kāraṇākāraṇaññū,1
atipaṇḍitoti,1
nāmamattena,1
kūṭapuriso,1
upakūḷitoti,1
thokenamhi,1
jhāmo,1
aḍḍhajjhāmakova,1
muttoti,1
samaññeva,1
kūṭavāṇijoyevā’’ti,1
paccuppannepi,1
parosahassampisamāgatānanti,1
puthujjanapucchāpañcakaṃ,1
sarabhajātake,1
byākāsī’’ti,1
bhāsitaṃ,1
byākaroti,1
byākāsiyevā’’ti,1
vassārattasamaye,1
kālakiriyāsamayo,1
kiñcī’’ti,1
ābhassarabrahmaloke,1
bodhisattā,1
arūpasamāpattilābhino,1
abhabbaṭṭhānattā,1
āruppe,1
nibbattanti,1
adhigamo,1
āḷāhane,1
kālakato’’ti,1
pucchitthā’’ti,1
pucchimhā’’ti,1
kiñcīti,1
vacanatthaṃ,1
ākiñcaññāyatanasamāpattilābhī,1
kathentepi,1
saddahanti,1
assamapadamatthake,1
mahantenānubhāvena,1
paññānubhāvaṃ,1
parosahassampi,1
parosahassampīti,1
atirekasahassampi,1
samāgatānanti,1
apaññāti,1
samāgatā,1
bālatāpasā,1
vassasahassampi,1
rodeyyuṃ,1
parideveyyuṃ,1
rodamānāpi,1
parosahassatopi,1
paṇḍitapurisova,1
varataroti,1
viyāti,1
tāpasagaṇaṃ,1
bujjhāpetvā,1
kuṇḍiyanagaraṃ,1
kuṇḍadhānavane,1
koliyarājadhītaraṃ,1
suppavāsaṃ,1
adhimattā,1
pavattiṃsu,1
adhimattavedanābhibhūtāpi,1
suppaṭipanno,1
sāvakasaṅgho,1
susukhaṃ,1
udā,1
vitakkehi,1
pakkosetvā,1
vandanasāsanañca,1
ārocetuṃ,1
vandanasāsanaṃ,1
vijāyatū’’ti,1
vacaneneva,1
vijātaṃ,1
acchariyabbhutacittajāto,1
nimantanatthāya,1
upaṭṭhākena,1
buddhappamukho,1
saṅgho,1
nimantito,1
suppavāsāya,1
okāsadānatthāya,1
paṭiggahesi,1
sīvalikumāraṃ,1
satthārañceva,1
khamanīya’’nti,1
vasi’’nti,1
suppāvāsā,1
sattāhajāto,1
anubuddhena,1
dhammasenāpatinā,1
mantetī’’ti,1
somanassappattā,1
suppavāse,1
labheyyaṃ,1
iccheyyamevāha’’nti,1
sīvalikumāropi,1
sattavassikakāleyeva,1
lābhaggappatto,1
puññavantānaṃ,1
etadaggaṭṭhānaṃ,1
sīvalitthero,1
mahāpuñño,1
patthitapatthano,1
pacchimabhavikasatto,1
tatthāgantvā,1
sīvalino,1
mahāpuññatova,1
mūḷhagabbhabhāvappatti,1
katakammamūlakāva,1
suppavāsāyapi,1
gabbhapariharaṇadukkhañca,1
mūḷhagabbhadukkhañca,1
katakammamūlakamevā’’ti,1
balenāgantvā,1
niddhamanadvārena,1
demī’’ti,1
paṭipaṇṇaṃ,1
sabbadisāsu,1
parivāretu,1
dārūdakabhattaparikkhayena,1
kilantamanussaṃ,1
rundhi,1
gahitakammanissandena,1
padumuttarassa,1
vipassibuddhakāle,1
nāgarehi,1
sahassagghanakaṃ,1
guḷadadhiṃ,1
patthanamakāsi,1
tassānubhāvena,1
pesitabhāvena,1
sātarūpena,1
piyarūpena,1
sukhassa,1
rūpena,1
pamattamativattatī’’ti,1
amadhurameva,1
madhurapatirūpakena,1
pamattamativattatīti,1
tividhampi,1
sātarūpādinā,1
ākārena,1
sativippavāsavasena,1
pamattaṃ,1
ativattati,1
ajjhottharatīti,1
gabbhapariharaṇagabbhavāsasaṅkhātena,1
asātādinā,1
nagararundhanasātādipatirūpakena,1
pemavatthubhūtena,1
puttasaṅkhātena,1
sātādipatirūpakena,1
littatejaṃ,1
vissāsa,1
lomahaṃsanaṃ,1
sudassana,1
nāmasiddhi,1
parosahassa,1
asātarūpanti,1
majjhimapaṇṇāsako,1
parosatañcepi,1
vatthuto,1
veyyākaraṇato,1
samodhānato,1
parosahassajātakasadisameva,1
kevalañhettha,1
jhāyeyyu’’nti,1
padamattameva,1
viseso,1
olokeyyuṃ,1
upadhāreyyuṃ,1
mūlapaṇṇādīni,1
lābukumbhaṇḍādīni,1
tassekā,1
ācārasīlasampannā,1
hirottappasamannāgatā,1
samānakulesu,1
vāreyyatthāya,1
vāreyyaṃ,1
kumārikādhamme,1
kumārikādhammo,1
vīmaṃsanavasena,1
kilesasannissito,1
rahassakathaṃ,1
gahitamattāva,1
kandantī,1
ayuttametaṃ,1
aggipātubhāvasadisaṃ,1
kumārikādhammo’’ti,1
olokitapubbo’’ti,1
vandissāmī’’ti,1
gandhamālādihattho,1
cirassamāgatosī’’ti,1
ācārasīlasampannāva,1
vīmaṃsasi,1
vīmaṃsiyevā’’ti,1
paṇṇikaupāsakoti,1
paccuppannasadisameva,1
paridevamānā,1
tāṇaṃ,1
kandāmi,1
kāyikacetasikehi,1
dukkhehi,1
phuṭṭhāya,1
paritāyitā,1
dukkhaparitāyako,1
mittadubbhi,1
dhītari,1
vītikkamaṃ,1
maññatīti,1
kandāmīti,1
rodāmi,1
rakkhitā,1
pitāyeva,1
sāhasikakammaṃ,1
rakkhitattāsī’’ti,1
rakkhito,1
attā’’ti,1
dhītāva,1
diṭṭharukkhadevatā,1
pājetvā,1
avilambamānā,1
gamiṃsū’’ti,1
bhuñjanatthāya,1
paccāgacchanto,1
avasitvāva,1
pājento,1
nibbhayaṭṭhānaṃ,1
verisū’’ti,1
verīti,1
veracetanāsamaṅgipuggalo,1
verīpuggalo,1
vaseyya,1
verisūti,1
verīnañhi,1
ekāhampi,1
dvīhampi,1
vasatīti,1
mittavindakajātake,1
kassapabuddhakālikaṃ,1
paccamāno,1
akāsi’’nti,1
aṭṭhajjhagamā,1
aṭṭhāhipi,1
soḷasāhi,1
bāttiṃsa,1
matthake’’ti,1
samuddantare,1
atricchatāya,1
aparā,1
adhigatosīti,1
sesapadadvayepi,1
cakkamāsadoti,1
sakalābhena,1
pattosi,1
taṇhāya,1
hatassa,1
upahatassa,1
pāsāṇacakkaṃ,1
ayacakkanti,1
khuradhāraṃ,1
ayacakkaṃ,1
patanavasena,1
bhamantaṃ,1
devalokameva,1
devaputto,1
bahumpetaṃvane,1
kaṭṭhanti,1
uttasitabhikkhuṃ,1
vījantassa,1
sukkhadaṇḍakassa,1
patantassa,1
pakkhicatuppadānaṃ,1
maritabbaṃ,1
satimattampi,1
bhāyeyya,1
maraṇassatikammaṭṭhānassa,1
abhāvitattāva,1
maraṇabhīrukabhāvo,1
maritabba’nti,1
maraṇassatikammaṭṭhānaṃ,1
bhāvetuṃ,1
maraṇabhīruko’’ti,1
anattamanā,1
hotha,1
maraṇabhīrukoyevā’’ti,1
hatthācariyānaṃ,1
tomarahatthā,1
kārenti,1
kāriyamāno,1
vedanaṃ,1
āḷānaṃ,1
vātasaddāni,1
karaṇakālo,1
nāga,1
saṃvijjati,1
maṃsalohitakkhayaṃ,1
bhāyīti,1
paṭibaddha’’nti,1
thullakumārikāyā’’ti,1
sīlabyasanaṃ,1
kampanto,1
labhī’’ti,1
kārenteti,1
atītavatthupi,1
cūḷanāradakassapajātakeyeva,1
phalāphale,1
paṇṇasālādvāraṃ,1
cūḷatāpasaṃ,1
paribhojanīyaṃ,1
dummukho,1
pajjhāyanto,1
vissajjito,1
gamissāmī’ti,1
gacchiṃ,1
gacchāmahaṃ,1
nivattetu’’nti,1
sappiloṇataṇḍulādīhi,1
idañcidañcāharā’ti,1
kilamessati,1
gametvā,1
pīḷetī’’ti,1
jāyappavādena,1
yācatī’’ti,1
pacamānāti,1
tāpayamānā,1
pīḷayamānā,1
añcanti,1
etāyāti,1
cāṭito,1
kūpato,1
udakaussiñcanaghaṭikāyetaṃ,1
ghaṭikā,1
yenatthikā,1
ākaḍḍhatiyevāti,1
jāyappavādenāti,1
madhuravacanena,1
upalāpetvā,1
āharāpetīti,1
bhāvehi,1
karuṇaṃ,1
bhāvehī’’ti,1
thullakumārikāva,1
cūḷatāpaso,1
sādhūkho,1
haṃsapaharanakaṃ,1
sālittakasippe,1
sālittakasippa’’nti,1
sakkharākhipanasippaṃ,1
paṭipattisādhako,1
daharabhikkhuṃ,1
aciravatiṃ,1
setahaṃsā,1
daharaṃ,1
pacchimahaṃsaṃ,1
sakkharāya,1
pātemī’’ti,1
paharitu’’nti,1
tāvassa,1
paharāmī’’ti,1
kathesīti,1
tikhiṇasakkharaṃ,1
aṅguliyā,1
haṃsassa,1
ru’’nti,1
parissayena,1
vaṭṭasakkharaṃ,1
itarampi,1
vinivijjhitvā,1
sippe,1
kusalo,1
kusaloyeva,1
atimukharo,1
bahubhāṇī,1
āraddhe,1
vacanupacchedakaṃ,1
sakkharākhipanasippe,1
rathakaṃ,1
ākaḍḍhamānā,1
bārāṇasinagaradvāramūle,1
viṭapasampanno,1
mahānigrodho,1
samparivāretvā,1
kākaṇikādīni,1
hatthirūpakaṃ,1
kara,1
assarūpakaṃ,1
karā’’ti,1
nigrodhapaṇṇesu,1
nānārūpāni,1
chiddāvachiddāneva,1
ussāraṇābhayena,1
nigrodhamūlaṃ,1
chiddatāya,1
kabarakabaraṃ,1
chiddabhāvaṃ,1
kenetāni,1
katānī’’ti,1
vacanupacchedaṃ,1
pīṭhasappī’’ti,1
mūlantare,1
ussāretvā,1
mukharabrāhmaṇo,1
nissaddaṃ,1
pīṭhasappiṃ,1
sāṇiyaṃ,1
chiddābhimukhaṃ,1
sukkhā,1
sāṇicchiddena,1
ajalaṇḍikaṃ,1
tālutalamhiyeva,1
nāḷiyaṃ,1
gilati,1
tassetā,1
aḍḍhāḷhakamattā,1
parikkhīṇabhāvaṃ,1
atimukharatāya,1
gilantā,1
jānittha,1
piyaṅgudakaṃ,1
pihitamukho,1
akathanasīlo,1
kaṇṇasukhaṃ,1
satasahassuṭṭhānake,1
disāsu,1
uggahitabbaṃ,1
sālittakamattenāpi,1
sādhuṃ,1
yādisa,1
khañjappahārena,1
catuddisā’’ti,1
khañjappahārenāti,1
khañjapīṭhasappinā,1
ajalaṇḍikāpahārena,1
catuddisā,1
ānisaṃsaparicchedoti,1
sippaguṇaṃ,1
sikkheyyasikkhitabbānīti,1
licchaviṃ,1
licchavirājā,1
saddho,1
pavattesi,1
uddhumātakanimittasadisā,1
bhattakiccāvasāne,1
licchavirañño,1
abhirūpassa,1
abhiramatī’’ti,1
thūlasarīrāya,1
abhiramī’’ti,1
janapaditthī,1
thūlasarīrā,1
rājaṅgaṇassa,1
sarīravaḷañjapīḷitā,1
nivatthasāṭakena,1
khippameva,1
uṭṭhāsi,1
vātapānena,1
muñcamānā,1
nivāsaneneva,1
nirogāya,1
visadaṃ,1
visade,1
vatthusmiṃ,1
labbhamāno,1
visado,1
apariggahitabhāvaṃ,1
aggamahesiṭṭhānaṃ,1
cakkavattī,1
vacanokāsaṃ,1
sikkhitabbayuttakaṃ,1
yatra,1
nāmāyaṃ,1
mahāpuññā,1
paṭicchannākārena,1
sikkheyya,1
sikkhitabbāni,1
bāhiyā,1
rājānamabhirādhayī’’ti,1
janāti,1
sippesu,1
sacchandā,1
bāhiyāti,1
bahijanapade,1
suhannenāti,1
paṭicchannenākārena,1
hannaṃ,1
suhannaṃ,1
rājānamabhirādhayīti,1
abhirādhayitvā,1
etarahipi,1
gaṇabandhanena,1
vīthisabhāgena,1
chandakaṃ,1
vīthibhattaṃ,1
paneko,1
bhatikārako,1
tassaṃ,1
vīthiyaṃ,1
saṇhasaṇhaṃ,1
kuṇḍakaṃ,1
vaḍḍhāpetvā,1
akkapaṇṇena,1
veṭhetvā,1
kukkuḷe,1
vacane,1
vuttamatte,1
pūvakhajjakaṃ,1
mahāduggatassa,1
kuṇḍakakhajjakaṃ,1
ajigucchitvā,1
paribhutta’’nti,1
rājarājamahāmattādayo,1
dovārike,1
diguṇacatugguṇaaṭṭhaguṇādivasena,1
dadantā,1
seṭṭhiṭṭhānena,1
mahāduggatena,1
ajigucchanto,1
mahāduggatopi,1
bahudhanañca,1
seṭṭhiṭṭhānañca,1
ajigucchantena,1
kuṇḍakapūvo,1
paribhutto,1
rukkhadevatāya,1
paribhuttoyeva,1
alatthevā’’ti,1
eraṇḍarukkhe,1
chaṇe,1
rukkhadevatānaṃ,1
paṭijaggante,1
eraṇḍarukkhaṃ,1
paṭijaggi,1
mālāgandhavilepanādīni,1
khajjabhojjāni,1
kuṇḍakapūvañceva,1
eraṇḍarukkhassa,1
dibbakhajjakāni,1
nāsemi,1
madhurakhajjakaṃ,1
dadeyyāsi,1
nāsehī’’ti,1
tathannā,1
kuṇḍapūvaṃ,1
vināsayā’’ti,1
yathannoti,1
yathārūpabhojano,1
tathannāti,1
tathārūpabhojanāva,1
kuṇḍapūvanti,1
kuṇḍakena,1
vināsehīti,1
balikammamakāsi,1
ojaṃ,1
duggatomhi,1
muccitukāmatāya,1
kataññussa,1
katavedino,1
pūjā,1
eraṇḍaṃ,1
nidhikumbhiyo,1
āhaccaṭhitā,1
dassatī’’ti,1
duggatova,1
eraṇḍarukkhadevatā,1
sabbasaṃhārakonatthīti,1
sabbasaṃhārakapañho,1
sabbākārena,1
umaṅgajātake,1
parosatampi,1
dubbalañca,1
sālittampi,1
bāhiyaṃ,1
kuṇḍakapūvasabbasaṃhārakanti,1
haṃcituvaṃ,1
evamaññasīti,1
gadrabhapañho,1
mahāumaṅgajātakeyeva,1
sattubilaṅgā,1
amarādevipañho,1
saddahāsisiṅgālassāti,1
dhammo’ti,1
ṭhānappattaṃ,1
ekasīmāya,1
uposathā,1
musāvādī,1
musāvādīyevā’’ti,1
yakkhabalikammaṃ,1
caccararacchādiṭṭhānesu,1
vippakiritvā,1
kapālakesu,1
niddhamanena,1
punnāgagacchantaraṃ,1
nikkhamituṃ,1
maggasamīpaṃ,1
adissamāno,1
mukhadhovanatthāya,1
manussabhāsāya,1
nikkhāmetuṃ,1
kataraṭṭhānaṃ,1
mahāsusānaṃ,1
otārehī’’ti,1
otāresi,1
pattharā’’ti,1
khaṇāhī’’ti,1
pathavikhaṇane,1
kaṇṇesu,1
sarīranissandaṃ,1
rukkhaviṭape,1
saddahāsi,1
surāpītassa,1
duve’’ti,1
saddahāsīti,1
pattiyāyasīti,1
sippikāsatampi,1
duveti,1
evāti,1
vatamhī’’ti,1
domanassappatto,1
appacintīti,1
mahallakatthere,1
māsanti,1
kusītabhāvena,1
apekkhāya,1
sabhāgaṭṭhāne,1
akarontānaṃ,1
cirāyitthā’’ti,1
ālasiyakusītabhāvo,1
dhammasabhāyampi,1
bhikkhūnameva,1
ālasiyabhāvaṃ,1
kusītā’’ti,1
sālayā,1
sāpekkhā’’ti,1
bārāṇasinadiyaṃ,1
mitacintīti,1
nāmāni,1
manussapatho,1
jālakuminādīni,1
alasatāya,1
āmisagiddhatāya,1
atikkāmesuṃ,1
andhabālatāya,1
tesañca,1
kusītānaṃ,1
bahipassena,1
jālakucchiṭṭhānaṃ,1
jālassa,1
pacchimabhāgena,1
pacchimabhāge,1
jālakoṭiyaṃ,1
ukkhipiṃsu,1
jālato,1
abajjhare,1
pamocesi,1
samāgatā’’ti,1
bahucintīti,1
bahucintanatāya,1
vitakkabahulatāya,1
evaṃladdhanāmo,1
itaresupi,1
laddhajīvitā,1
mitacintinā,1
anusāsikaṃ,1
sāvatthivāsinī,1
upasampannakālato,1
samaṇadhamme,1
ananuyuttā,1
āmisagiddhā,1
ekadese,1
paṇītapiṇḍapātaṃ,1
aññāpi,1
carissanti,1
meṇḍo,1
saparissayaṭṭhānaṃ,1
caritthā’’ti,1
bhikkhunīpi,1
carantiyā,1
vegenekaṃ,1
pavisantiyā,1
meṇḍako,1
upadhāvitvā,1
mañcenādāya,1
meṇḍakena,1
ūruṃ,1
bhindāpesī’’ti,1
anusāsatiyeva,1
anubhotī’’ti,1
anekasakuṇasahassaparivāro,1
caṇḍasakuṇikā,1
mahāvattanimaggaṃ,1
vīhimuggabījādīni,1
vattanimahāmaggo,1
caṇḍagoṇayuttayānādīni,1
uppatitumpi,1
sakuṇasaṅgho,1
anusāsikā’’teva,1
vattanimahāmagge,1
atimahāvegena,1
āgacchantassa,1
yānassa,1
caratiyeva,1
samānento,1
sakuṇajeṭṭhakassa,1
chinnā’’ti,1
manusāsati,1
sāsikā’’ti,1
yakāro,1
anusāsatīti,1
loluppacārinīti,1
vihatapakkhā,1
sāsikāti,1
yānacakkena,1
sāsikā,1
sakuṇikāti,1
gijjhajātake,1
sattippahārena,1
laṅghanaṭakayoniyaṃ,1
laṅghanakassa,1
sattilaṅghanasippaṃ,1
catunnaṃyeva,1
sattīnaṃ,1
laṅghanasippaṃ,1
sattiyo,1
laṅghissāmī’’ti,1
pañcasattilaṅghanasippaṃ,1
hara,1
laṅghissasi,1
viddho,1
mattatāya,1
anādiyitvā,1
laṅghitvā,1
daṇḍake,1
madhukapupphaṃ,1
āvuto,1
atikaramakarācariya,1
laṅghayitvāna,1
āvuto’’ti,1
atikaraṃ,1
akari,1
karaṇato,1
akarīti,1
ruccatīti,1
antevāsikassapi,1
samānassa,1
laṅghayitvānāti,1
sattithale,1
apatitvā,1
laṅghayitvā,1
āvutoti,1
āvutosīti,1
sattito,1
kattabbayuttakaṃ,1
accuggatātibalatāti,1
kokālikaṃ,1
takkāriyajātake,1
ovādācariyaṃ,1
parivāresi,1
isisatānaṃ,1
ovādācariyo,1
paṇḍurogī,1
phāleti,1
rosesi,1
dāruphālanasippaṃ,1
sikkhāpanakācariyo’’ti,1
tiṇhaṃ,1
assamato,1
vammikapāde,1
vammikamatthake,1
mahāvassitaṃ,1
tittirena,1
saddasaññāya,1
sūyatī’’ti,1
isigaṇamajjhe,1
accuggatātibalatā,1
pabhāsitā,1
vātivassita’’nti,1
accuggatāti,1
atiuggatā,1
atibalatāti,1
bhāsanena,1
atibalasabhāvā,1
pabhāsitāti,1
atikkantavelā,1
pamāṇātikkamena,1
bhāsitā,1
vātivassitanti,1
ativassitaṃ,1
bālapuggalaṃ,1
hanatīti,1
nācintayantopurisoti,1
uttaraseṭṭhi,1
pāsādiko,1
